Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Two Sisters Lake,Oneida,1588200,NO,44,,443391,NE,SPRING



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190289,05/31/1986,21.5,NO,6.5,,,33,,,,,CLEAR,BLUE,
8190289,06/28/1986,18.25,NO,5.5,,,35,,,,,CLEAR,BLUE,
8190289,07/20/1986,15.75,NO,4.8,,,37,,,,,CLEAR,BLUE,
8190289,07/26/1986,16.25,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190289,08/03/1986,14.25,NO,4.3,,,39,,,,,CLEAR,BLUE,
8190289,08/09/1986,14.75,NO,4.5,,,38,,,,,CLEAR,BLUE,
8190289,09/13/1986,13.25,NO,4,,,40,,,,,,BROWN,
8190289,05/02/1987,12.25,NO,3.7,,,41,,,LOW,,,GREEN,
8190289,06/07/1987,18.75,NO,5.7,,,35,,,,,CLEAR,BLUE,
8190289,06/28/1987,20.75,NO,6.3,,,33,,,,,CLEAR,BLUE,
8190289,07/18/1987,22.5,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,07/26/1987,24.25,NO,7.4,,,31,,,,,CLEAR,BLUE,
8190289,08/08/1987,27.25,NO,8.3,,,30,,,,,CLEAR,BLUE,
8190289,09/05/1987,22.25,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,09/27/1987,20.5,NO,6.2,,,34,,,,,CLEAR,BLUE,
06/14/2006,Bright sunny day- some puffy clouds- east breeze- rippled surface. Eric Brown- Summer A.I.S. Coordinator assisted. 56' profile depth is lake bottom.
07/06/2006,56' profile depth is lake bottom.
07/17/2006,Bright sunny day- hazy sky- some scattered clouds- brisk north breeze- 6" - 12" waves. 56' profile depth is lake bottom.
07/29/2006,Bright sunny day- slight high haze- northwest breeze- rippled surface- some waves from water skiers. 56'profile depth is lake bottom.
08/14/2006,Clear sunny day- few puffy clouds- N.W. breeze- 6" - 12" waves. Eric Brown- Summer A.I.S. Coordinator assisted. 56' profile depth is lake bottom.
08/30/2006,Clear day- broken low overcast. Took Secchi when sun broke through clouds. Light North breeze- calm surface. DNR crew seining minnows. Note: 56'profile depth is lake bottom.
09/14/2006,Clear sunny day- cloudless sky- Southwest breeze- rippled surface. Note: 56' profile depth is lake bottom.
10/01/2006,Bright sunny day- some gathering clouds- light southwest breeze- rippled surface. Note: 56' profile depth is lake bottom.
10/15/2006,Clear sunny day- high haze- few cirrus clouds- west breeze- 1' waves. Fine olive colored floc in lake. Lake is in fall turnover. Note: 56' profile depth is lake bottom.
10/27/2006,Bright sunny day- gathering overcast in west- brisk west breeze- 9" waves- lake clearer than on 10/15- one duck on lake- lake has turned over. Note: 56' profile depth is lake bottom.
04/30/2007,Overcast with breaks of sun- clear day- light N.E. breeze- rippled surface- eagle overhead- two geese flew by- one loon in Eagle Bay- D.O. meter needs repair. Note: 56' depth is lake bottom. 
05/20/2007,Bright clear day- slight haze- few scattered clouds- light south breeze- smooth lake-one loon on lake- D.O. meter needs repair. Note: 56' depth is lake bottom.
05/28/2007,Bright clear day- hazy sky with high broken clouds- brisk south breeze- 6" waves- wind blew boat off deep hole. 50' and 56' D.O. readings on bottom.
06/15/2007,Bright clear day- cloudless slightly hazy sky- brisk southerly breeze- light waves- rippled surface. Note: 56' depth is lake bottom.
06/27/2007,Bright clear day- few whispy clouds- brisk S.W. breeeze- rippled surface- blue heron in channel. Note: 56' depth is lake bottom.
07/06/2007,Bright sunny partly cloudy day- light S.W. breeze- rippled surface- PWC and boat traffic. Note: 56' depth is lake bottom.
07/25/2007,Bright sunny day- some clouds- slightly hazy sky- light S.W. breeze- rippled surface. Note:56' depth is lake bottom.
08/08/2007,Bright clear sunny day- high thin scattered clouds- light S.W. breeze- rippled surface. Note: 56' depth is lake bottom.
08/22/2007,Bright sunny day- hazy sky- some clouds- light west breeze- slightly rippled surface. Note: 56' depth is lake bottom.
09/05/2007,Hazy sunny day- partly sunny- many low puffy clouds- took Secchi when sun broke through clouds- brisk west breeze- low rolling waves. Note: 56' depth is lake bottom.
09/19/2007,Clear sun- partly cloudy- west breeze- rippled surface- D.O. meter malfunctioned.
Note: 56' depth is lake bottom.
10/03/2007,Bright clear day- few clouds in north- brisk west wind- 1' - 1 1/2' waves- D.O. meter malfunctioned.
10/17/2007,Overcast sky- dreary day- light south breeze- rippled surface. Note: 65' depth is lake bottom.
05/12/2008,Bright sunny day- slight haze- some clouds. Light NE Breeze- rippled surface. Lake has just turned over. Note: 56' depth is lake bottom.
06/17/2008,Bright sunny. Wind 5 - 15 mph. Note: 56' depth is lake bottom.
06/30/2008,Bright sunny day- high haze. Brisk north breeze- rippled surface. Note: 56' depth is lake bottom.
07/11/2008,Bright sunny day. Few high cirrrus clouds. Strong SE breeze- 6" - 8" waves. Note: 56' depth is lake bottom.
07/18/2008,Bright sunny day- mostly cloudy. Took secchi when sun broke through clouds. Light NW breeeze- rippled surface. Note: 56' depth is lake bottom.
07/30/2008,Clear partly cloudy day. Light NW Breeze- rippled surface. Took secchi when sun broke through clouds. Note: 56' depth is lake bottom.
08/13/2008,Clear cloudy day. Took secchi when sun broke through clouds. No breeze- calm lake. Note: 56' depth lake bottom.
08/20/2008,Clear sunny day- slight high hazy sky- few clouds. Light SE breeze- calm surface. Note: 56' depth is lake bottom.
08/27/2008,Some clouds with high thin overcast. Bright sun shone through for secchi. Brisk S breeze- 6 " waves. Algae bloom in lake. Note: 56' depth is lake bottom.
09/05/2008,Clear partly cloudy day. Took secchi with sun shining between clouds. Light west breeze- rippled surface. Note: 56 ' depth is lake bottom.
09/16/2008,Clear sunny day. Brisk west breeze. 8" - 10 " waves. Note: 56' depth is lake bottom.
09/25/2008,Bright sunny day- high thin clouds. Brisk south breeeze- rippled surface.  Adult loon with juvenile loon on lake. Note: 56' depth is lake bottom.
10/03/2008,Bright partly cloudy day. Brisk N.W. breeze- rippled surface.  Note: 56' depth is lake bottom.
10/17/2008,Cloudy day. Light east breeze- rippled surface. Light rain. Note: 56' depth is lake bottom.
05/04/2009,Bright sunny day- high filmy clouds- light breeze- rippled surface- lake has turned over. Note: 56' water depth is lake bottom reading. 
05/19/2009,Clear day- very light breeze. Note: 56 depth reading is lake bottom.
06/04/2009,Clear day- very light breeze. Note: 56' water depth is lake bottom.
06/23/2009,Bright clear day- slight haze-  brisk west breeze.  Note: 56' water depth is lake bottom.
07/07/2009,Bright clear day- slight high haze- gathering puffy clouds- brisk NW breeze. Note: 56' water depth is lake bottom.
07/20/2009,Partly cloudy- brisk south breeze- rippled surface- took secchi in clear sun. Note: 56' water depth is lake bottom.
08/03/2009,Partly sunny- brisk west breeze- 6" choppy waves- took secchi when sun broke through clouds. Note: 56' water depth is lake bottom.
08/24/2009,Bright clear partly cloudy day- brisk SW breeze- 6" waves. Note: 56' water depth is lake bottom. 
09/08/2009,Clear sky with slight haze- light wind. Note: 56' water depth is lake bottom.
09/24/2009,Bright clear day- no breeze- smooth surface. Note: 56' water depth is lake bottom.
10/09/2009,Bright mostly cloudy day- light north breeze- rippled surface. Took secchi in bright sun. Note: 56' water depth is lake bottom.
04/19/2010,Sunny- no clouds- slight haze
05/06/2010,High- very thin clouds- no wind
04/24/2017,High thin clouds with filtered sunlight- light reduced to 85% of full sunlight- light wind 2 to 4 mph
07/17/2017,Clear sky- very light wind
08/24/2017,clear sky- very light wind




Start Date,Group Name,Project Name
05/31/1986,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/28/1986,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/20/1986,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/26/1986,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/03/1986,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/09/1986,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/13/1986,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/02/1987,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/07/1987,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/28/1987,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/18/1987,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/26/1987,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/08/1987,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/05/1987,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/27/1987,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/29/1988,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/04/1988,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/26/1988,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/23/1988,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/28/1988,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/17/1988,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/18/1989,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/24/1989,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/08/1989,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/22/1989,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/05/1989,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/26/1989,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/10/1989,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/28/1990,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/10/1990,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/24/1990,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/21/1990,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/31/1990,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/29/1990,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/29/1991,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/05/1991,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/04/1991,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/02/1991,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
11/13/1991,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/23/1992,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/15/1992,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/27/1992,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/25/1992,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/01/1993,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/19/1993,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/17/1993,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/30/1994,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/03/1994,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/19/1994,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/30/1995,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/02/1995,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/21/1996,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/31/1996,Bill Jaeger,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/20/2001,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/04/2001,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/19/2001,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/29/2001,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/13/2001,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/31/2001,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/17/2001,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/05/2001,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/25/2001,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/07/2001,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/28/2001,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
04/26/2002,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/11/2002,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/24/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/31/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/16/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/29/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/19/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/07/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/20/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/31/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/17/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/01/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/11/2002,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/02/2003,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/17/2003,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/02/2003,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/10/2003,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/19/2003,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/01/2003,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/13/2003,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/29/2003,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/14/2003,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/30/2003,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/17/2003,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/05/2003,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/16/2003,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/29/2003,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
04/27/2004,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/15/2004,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/06/2004,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/19/2004,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/10/2004,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/17/2004,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/04/2004,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/21/2004,Data Collectors,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/29/2004,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/08/2004,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/23/2004,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/06/2004,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/12/2004,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
04/25/2005,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/17/2005,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/31/2005,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/16/2005,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/01/2005,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/15/2005,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/29/2005,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/15/2005,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/05/2005,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/20/2005,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/08/2005,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/16/2005,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/28/2005,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/06/2006,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/22/2006,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/31/2006,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/14/2006,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/06/2006,J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/17/2006,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/29/2006,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/14/2006,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/30/2006,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/14/2006,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/01/2006,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/15/2006,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/27/2006,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
04/30/2007,Sharon L. Kuhn- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/20/2007,Sharon L. Kuhn- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/28/2007,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/15/2007,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/27/2007,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/06/2007,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/25/2007,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/08/2007,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/22/2007,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/05/2007,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/19/2007,Sharon L. Kuhn- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/03/2007,Sharon L. Kuhn- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/17/2007,Sharon L. Kuhn- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/12/2008,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/17/2008,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/30/2008,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/11/2008,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/18/2008,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/30/2008,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/13/2008,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/20/2008,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/20/2008,Paul Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/27/2008,Paul Kuhn And J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/05/2008,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/16/2008,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/25/2008,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/03/2008,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/17/2008,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/04/2009,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/19/2009,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/04/2009,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/23/2009,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/07/2009,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/20/2009,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/03/2009,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/24/2009,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/08/2009,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/24/2009,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/09/2009,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
04/19/2010,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/06/2010,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/17/2010,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/07/2010,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/17/2010,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/09/2010,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/25/2010,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/25/2010,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/12/2010,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/23/2010,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/23/2010,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/12/2010,Kent Bradshaw- J. Robert Nicholson- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/05/2010,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
